Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
1,CJ Abrams*,22,WSN,NL,138,553,507,76,124,22,5,18,57,41,4,28,110,.245,.300,.414,.714,96,210,6,13,3,2,2,*6/H,abramcj01
2,José Abreu,36,HOU,AL,128,539,490,55,115,19,0,15,79,0,1,39,116,.235,.295,.365,.660,82,179,14,5,0,5,1,*3/D,abreujo02
3,Wilyer Abreu*,24,BOS,AL,19,61,54,8,20,5,0,1,10,3,1,7,15,.370,.443,.519,.961,158,28,0,0,0,0,0,/87H9D,abreuwi02
4,Ronald Acuna Jr.,25,ATL,NL,147,685,597,135,201,32,3,37,98,66,13,78,78,.337,.418,.586,1.004,166,350,15,7,0,3,3,*9/D,acunaro01
5,Willy Adames,27,MIL,NL,136,584,509,67,108,23,2,24,77,4,3,61,151,.212,.301,.407,.707,92,207,11,6,0,6,0,*6/D,adamewi01
6,Jordyn Adams,23,LAA,AL,17,40,39,1,5,0,0,0,1,1,2,0,16,.128,.125,.128,.253,-31,5,0,0,0,1,0,/98H7,adamsjo03
7,Riley Adams,27,WSN,NL,44,158,143,8,39,13,2,4,21,0,0,11,45,.273,.331,.476,.807,121,68,5,2,1,1,0,2/HD,adamsri03
8,Ty Adcock,26,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,adcocty01
9,Jo Adell,24,LAA,AL,5,14,13,2,3,1,1,1,3,0,0,1,6,.231,.286,.692,.978,153,9,0,0,0,0,0,/8D7H9,adelljo01
10,Ehire Adrianza#,33,ATL,NL,5,11,10,0,0,0,0,0,0,0,0,1,4,.000,.091,.000,.091,-72,0,0,0,0,0,0,/H6,adriaeh01
11,Jesús Aguilar,33,OAK,AL,36,115,104,8,23,2,0,5,9,0,0,8,31,.221,.281,.385,.665,87,40,3,1,0,1,2,3/DH,aguilje01
12,Nick Ahmed,33,ARI,NL,72,210,198,14,42,10,1,2,17,5,1,12,52,.212,.257,.303,.560,53,60,0,0,0,0,0,6H/D,ahmedni01
13,Hanser Alberto,30,CHW,AL,30,90,82,11,18,5,0,3,16,0,0,4,13,.220,.261,.390,.652,75,32,1,1,2,1,0,54/31H,alberha01
14,Ozzie Albies#,26,ATL,NL,134,592,535,83,142,23,4,30,97,12,0,40,96,.265,.322,.492,.814,114,263,8,8,0,7,2,*4,albieoz01
15,Scott Alexander*,33,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,alexasc02
16,Jorge Alfaro,30,TOT,MLB,18,52,48,2,7,4,0,1,4,0,0,2,15,.146,.212,.292,.503,31,14,3,2,0,0,0,/D2H,alfarjo01
17,Jorge Alfaro,30,COL,NL,10,32,31,2,5,4,0,1,4,0,0,0,12,.161,.188,.387,.575,44,12,2,1,0,0,0,/DH2,alfarjo01
18,Jorge Alfaro,30,BOS,AL,8,20,17,0,2,0,0,0,0,0,0,2,3,.118,.250,.118,.368,5,2,1,1,0,0,0,/2DH,alfarjo01
19,Greg Allen#,30,NYY,AL,22,28,23,6,5,1,1,1,1,3,1,2,10,.217,.333,.478,.812,119,11,0,2,1,0,0,7H/98D,allengr01
20,Nick Allen,24,OAK,AL,93,286,263,25,56,3,1,4,18,5,1,15,44,.213,.256,.278,.534,53,73,6,1,5,2,0,6/H4D,allenni02
21,Abraham Almonte#,34,NYM,NL,8,16,15,1,1,1,0,0,0,0,0,1,8,.067,.125,.133,.258,-28,2,0,0,0,0,0,/HD79,almonab01
22,Pete Alonso,28,NYM,NL,140,596,512,86,115,18,2,45,112,4,1,63,131,.225,.329,.531,.860,133,272,16,18,0,3,5,*3/D,alonspe01
23,Jose Altuve,33,HOU,AL,77,349,304,70,93,16,2,17,45,13,2,40,60,.306,.393,.539,.932,155,164,7,4,0,1,0,4/DH,altuvjo01
24,Jake Alu*,26,WSN,NL,40,139,130,9,29,1,0,1,12,4,1,6,35,.223,.266,.254,.520,46,33,2,2,0,1,0,47/5H,aluja01
25,Francisco Alvarez,21,NYM,NL,111,390,352,48,77,11,0,23,54,2,0,32,99,.219,.295,.446,.741,102,157,14,6,0,0,0,2H/D,alvarfr01
26,Yordan Alvarez*,26,HOU,AL,101,440,364,69,109,21,1,27,91,0,0,62,82,.299,.411,.585,.997,172,213,7,10,0,4,3,D7,alvaryo01
27,Jacob Amaya,24,MIA,NL,4,9,9,1,2,0,0,0,2,1,0,0,1,.222,.222,.222,.444,22,2,0,0,0,0,0,/64,amayaja01
28,Miguel Amaya,24,CHC,NL,48,144,119,17,27,4,0,5,18,0,0,12,38,.227,.350,.387,.736,99,46,2,11,1,1,0,2/DH,amayami01
29,Brian Anderson,30,MIL,NL,94,356,313,37,70,11,3,9,40,0,3,36,107,.224,.309,.364,.673,84,114,10,4,0,3,0,59/HD,anderbr06
30,Tim Anderson,30,CHW,AL,114,487,457,50,112,18,2,1,25,13,1,25,114,.245,.287,.300,.587,61,137,15,3,0,2,0,*6/H4,anderti01
31,Elvis Andrus,34,CHW,AL,103,370,338,37,87,17,1,6,41,12,4,25,61,.257,.314,.367,.681,85,124,9,4,1,2,1,46/H5D,andruel01
32,Miguel Andujar,28,PIT,NL,22,65,61,8,15,4,0,3,12,1,0,4,9,.246,.292,.459,.751,100,28,1,0,0,0,0,9/DH,andujmi01
33,Jonathan Aranda*,25,TBR,AL,24,71,57,10,12,2,1,1,5,0,0,12,22,.211,.352,.333,.685,93,19,1,1,0,1,1,/3DH45,arandjo01
34,Jonathan Araúz#,24,NYM,NL,26,65,58,3,8,0,0,3,9,0,0,5,18,.138,.206,.293,.499,37,17,1,0,2,0,0,5/46H,arauzjo01
35,Orlando Arcia,28,ATL,NL,127,487,448,62,121,24,0,17,59,1,0,34,92,.270,.324,.438,.762,102,196,14,3,0,2,0,*6/H,arciaor01
36,Nolan Arenado,32,STL,NL,140,597,546,71,147,25,2,26,90,3,3,41,99,.269,.320,.465,.785,113,254,20,3,0,7,5,*5D/H,arenano01
37,Gabriel Arias,23,CLE,AL,115,319,291,34,62,14,0,9,21,3,4,28,105,.213,.282,.354,.636,77,103,9,0,0,0,0,63H95/D4,ariasga01
38,Randy Arozarena,28,TBR,AL,143,619,521,90,136,17,3,22,81,22,10,76,143,.261,.370,.432,.802,123,225,8,17,0,5,1,*7D/H,arozara01
39,Luis Arraez*,26,MIA,NL,142,601,558,68,196,30,3,10,67,3,2,35,34,.351,.392,.470,.861,134,262,17,4,1,3,10,*43/HD,arraelu01
40,Christian Arroyo,28,BOS,AL,66,206,195,23,47,16,0,3,24,1,3,7,45,.241,.268,.369,.638,70,72,8,1,1,2,0,4/H56,arroych01
41,José Azocar,27,SDP,NL,44,74,67,12,18,4,0,1,8,7,2,2,17,.269,.300,.373,.673,88,25,0,1,4,0,0,9H8/7D,azocajo01
42,Akil Baddoo*,24,DET,AL,102,331,291,37,65,12,0,10,31,12,3,37,84,.223,.310,.368,.678,86,107,3,0,2,1,2,7H/89D,baddoak01
43,Harrison Bader,29,TOT,MLB,97,341,316,44,74,12,2,7,40,20,3,17,59,.234,.276,.351,.628,70,111,7,3,1,4,0,8/HD,baderha01
44,Harrison Bader,29,NYY,AL,84,310,288,40,69,11,2,7,37,17,2,14,56,.240,.278,.365,.643,74,105,6,3,1,4,0,8/H,baderha01
45,Harrison Bader,29,CIN,NL,13,31,28,4,5,1,0,0,3,3,1,3,3,.179,.258,.214,.472,29,6,1,0,0,0,0,8/HD,baderha01
46,Ji Hwan Bae*,23,PIT,NL,102,339,305,51,73,16,1,2,28,23,7,27,82,.239,.304,.318,.622,70,97,4,2,3,2,0,48H/6,baeji01
47,Javier Báez,30,DET,AL,128,517,481,56,105,14,4,9,58,12,0,23,122,.218,.266,.320,.586,60,154,11,9,0,3,0,*6/DH,baezja01
48,Patrick Bailey#,24,SFG,NL,88,322,295,29,74,17,1,7,46,1,0,21,90,.251,.306,.386,.693,90,114,6,3,2,1,0,2/HD,bailepa01
49,Bryan Baker,28,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bakerbr01
50,Luken Baker,26,STL,NL,21,55,52,4,11,1,0,1,4,0,0,3,21,.212,.255,.288,.543,49,15,1,0,0,0,0,D/3H,bakerlu01
51,Rylan Bannon,27,HOU,AL,2,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,/4D,bannory01
52,Scott Barlow,30,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,barlosc01
53,Scott Barlow,30,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,barlosc01
54,Austin Barnes,33,LAD,NL,53,178,161,10,27,4,0,1,9,2,1,12,40,.168,.232,.211,.443,21,34,7,2,1,2,0,2/H4D,barneau01
55,Tucker Barnhart*,32,CHC,NL,44,123,109,6,22,3,0,1,9,1,0,12,42,.202,.285,.257,.541,49,28,4,1,0,1,0,2/1H,barnhtu01
56,Tres Barrera,28,STL,NL,6,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2H,barretr01
57,Jose Barrero,25,CIN,NL,46,149,133,15,29,8,0,2,17,3,2,15,44,.218,.295,.323,.619,66,43,1,0,0,1,0,68/HD,garcijo02
58,Joey Bart,26,SFG,NL,30,95,87,9,18,5,0,0,5,0,0,3,23,.207,.263,.264,.528,47,23,0,4,0,1,0,2/H,bartjo01
59,Osleivis Basabe,22,TBR,AL,23,77,71,11,15,4,0,1,10,0,1,5,19,.211,.273,.310,.583,62,22,2,1,0,0,0,6/5H4,basabos01
60,Matthew Batten,28,SDP,NL,30,89,79,15,20,5,0,2,8,1,1,9,15,.253,.330,.392,.722,102,31,0,0,1,0,0,54/3HD6,battema01
61,Brett Baty*,23,NYM,NL,97,348,312,35,66,11,0,7,29,2,0,29,98,.212,.282,.314,.596,66,98,7,2,1,1,0,5/HD7,batybr01
62,Jake Bauers*,27,NYY,AL,79,255,227,25,45,14,0,11,27,3,2,25,91,.198,.275,.405,.680,83,92,3,0,0,3,0,973H/D,bauerja01
63,Mike Baumann,27,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,baumami01
64,Matt Beaty*,30,TOT,MLB,30,72,61,8,14,4,0,0,4,0,0,6,14,.230,.347,.295,.642,80,18,1,5,0,0,0,3H/D91,beatyma01
65,Matt Beaty*,30,SFG,NL,4,5,5,1,1,0,0,0,1,0,0,0,2,.200,.200,.200,.400,11,1,0,0,0,0,0,/DH1,beatyma01
66,Matt Beaty*,30,KCR,AL,26,67,56,7,13,4,0,0,3,0,0,6,12,.232,.358,.304,.662,86,17,1,5,0,0,0,3/HD9,beatyma01
67,Josh Bell#,30,TOT,MLB,138,566,503,46,122,24,0,20,65,0,1,58,126,.243,.321,.410,.730,101,206,11,1,0,2,1,D3/H,belljo02
68,Josh Bell#,30,CLE,AL,97,393,347,26,81,19,0,11,48,0,1,43,81,.233,.318,.383,.701,95,133,7,1,0,2,1,D3/H,belljo02
69,Josh Bell#,30,MIA,NL,41,173,156,20,41,5,0,9,17,0,0,15,45,.263,.327,.468,.795,114,73,4,0,0,0,0,D3,belljo02
70,Cody Bellinger*,27,CHC,NL,118,502,453,88,142,25,1,25,91,20,6,34,80,.313,.359,.539,.897,138,244,5,4,0,11,3,83/DH,bellico01
71,Brandon Belt*,35,TOR,AL,97,382,319,50,80,22,0,16,38,0,0,60,134,.251,.369,.470,.839,131,150,5,1,0,2,1,D3/H,beltbr01
72,Anthony Bemboom*,33,BAL,AL,6,13,11,0,2,0,0,0,0,0,0,2,2,.182,.308,.182,.490,43,2,0,0,0,0,0,/2,bemboan01
73,Andrew Benintendi*,28,CHW,AL,140,579,523,70,139,32,2,5,44,13,1,49,84,.266,.330,.363,.694,90,190,11,3,1,3,5,*7/HD,beninan01
74,Will Benson*,25,CIN,NL,96,295,257,45,69,15,6,10,27,15,2,37,93,.268,.363,.490,.853,126,126,3,1,0,0,0,79H/8D,bensowi01
75,José Berríos,29,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,berrijo01
76,Jon Berti,33,MIA,NL,121,379,353,45,97,14,2,3,27,14,5,20,74,.275,.313,.351,.664,81,124,10,1,2,3,2,65H74/D9,bertijo01
77,Christian Bethancourt,31,TBR,AL,98,314,297,46,67,15,0,9,31,1,0,13,88,.226,.256,.367,.623,71,109,6,0,1,3,0,2/HD1,bethach01
78,Mookie Betts,30,LAD,NL,139,639,539,121,167,37,1,39,103,13,3,87,103,.310,.410,.599,1.009,169,323,5,8,0,5,3,*946/H,bettsmo01
79,Bo Bichette,25,TOR,AL,122,541,515,57,157,28,2,18,65,3,3,23,102,.305,.336,.472,.808,121,243,13,2,0,1,0,*6/DH,bichebo01
80,Cavan Biggio*,28,TOR,AL,98,280,241,45,55,10,0,9,34,5,2,31,77,.228,.329,.382,.710,97,92,0,6,0,2,0,4H935/D6,biggica01
81,Charlie Blackmon*,36,COL,NL,83,359,309,52,87,19,5,7,36,1,1,36,46,.282,.370,.443,.814,111,137,5,10,0,4,0,D9/H,blackch02
82,Dairon Blanco,30,KCR,AL,57,126,113,16,26,6,4,2,17,22,5,10,31,.230,.304,.407,.711,93,46,2,2,1,0,0,79H/8D,blancda02
83,Travis Blankenhorn*,26,WSN,NL,10,37,31,2,5,0,0,1,1,0,0,6,6,.161,.297,.258,.555,57,8,0,0,0,0,0,/79,blanktr01
84,JJ Bleday*,25,OAK,AL,77,284,241,34,49,11,0,10,27,5,1,38,66,.203,.313,.373,.687,95,90,3,2,0,3,0,789/HD,bledajj01
85,Xander Bogaerts,30,SDP,NL,142,605,543,70,149,28,0,18,51,16,1,53,101,.274,.344,.425,.769,115,231,21,6,0,3,0,*6/DH,bogaexa01
86,Alec Bohm,26,PHI,NL,133,558,508,67,142,30,0,16,90,4,1,40,87,.280,.335,.433,.768,109,220,21,5,0,5,0,53/DH,bohmal01
87,Sean Bouchard,27,COL,NL,11,20,16,3,3,0,0,0,3,0,1,3,8,.188,.300,.188,.488,32,3,0,0,0,1,0,/97H,bouchse01
88,Jackie Bradley Jr.*,33,KCR,AL,43,113,105,10,14,5,0,1,6,0,0,5,29,.133,.188,.210,.397,9,22,3,2,1,0,0,89/7H,bradlja02
89,Michael Brantley*,36,HOU,AL,11,39,37,6,11,1,0,2,6,0,0,1,2,.297,.308,.486,.794,116,18,1,0,0,1,0,/7DH,brantmi02
90,Matt Brash,25,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,brashma01
91,Ryan Brasier,35,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,brasiry01
92,Ryan Brasier,35,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,brasiry01
93,Alex Bregman,29,HOU,AL,148,664,574,96,155,27,3,23,95,3,0,81,82,.270,.366,.448,.814,125,257,21,7,0,2,1,*5/D,bregmal01
94,Will Brennan*,25,CLE,AL,127,418,397,36,106,23,0,5,40,12,5,14,54,.267,.299,.363,.662,84,144,4,5,0,2,1,*9H8/7D,brennwi02
95,Jonah Bride,27,OAK,AL,40,106,88,9,15,3,0,0,7,0,1,11,22,.170,.286,.205,.490,44,18,3,4,1,2,0,5/HD3,bridejo01
96,Mike Brosseau,29,MIL,NL,29,78,73,4,15,2,0,4,8,0,0,4,20,.205,.256,.397,.654,76,29,2,1,0,0,0,5/H31D4,brossmi01
97,Seth Brown*,30,OAK,AL,101,347,314,30,69,18,1,13,49,2,1,28,93,.220,.286,.408,.694,95,128,5,2,1,2,1,97H3D,brownse01
98,Vidal Bruján#,25,TBR,AL,37,84,76,14,13,2,0,0,6,3,2,5,21,.171,.241,.197,.438,25,15,1,2,1,0,0,4H/695,brujavi01
99,Kris Bryant,31,COL,NL,71,301,267,34,68,8,0,10,30,0,0,28,54,.255,.339,.397,.736,91,106,5,6,0,0,0,9D/37,bryankr01
100,J.B. Bukauskas,26,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,bukaujb01
101,J.B. Bukauskas,26,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,bukaujb01
102,Aaron Bummer*,29,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bummeaa01
103,Peyton Burdick,26,MIA,NL,14,37,33,4,6,2,0,1,2,1,0,3,18,.182,.270,.333,.604,64,11,0,1,0,0,0,9/8H7,burdipe01
104,Jake Burger,27,TOT,MLB,129,494,449,67,110,26,1,32,72,1,1,30,139,.245,.306,.521,.827,120,234,3,11,0,4,0,5D/H34,burgeja01
105,Jake Burger,27,CHW,AL,88,323,294,44,63,15,1,25,52,1,1,22,102,.214,.279,.527,.806,113,155,3,5,0,2,0,5D/H34,burgeja01
106,Jake Burger,27,MIA,NL,41,171,155,23,47,11,0,7,20,0,0,8,37,.303,.357,.510,.866,133,79,0,6,0,2,0,5/D,burgeja01
107,Alec Burleson*,24,STL,NL,104,339,308,32,74,18,1,8,35,2,1,22,44,.240,.296,.383,.679,85,118,13,3,1,2,0,7HD39/1,burleal01
108,Michael Busch*,25,LAD,NL,27,81,72,9,12,3,0,2,7,1,0,8,27,.167,.247,.292,.539,45,21,0,0,0,1,0,5/D3H47,buschmi02
109,Lawrence Butler*,22,OAK,AL,30,91,87,6,19,2,0,4,9,0,0,3,24,.218,.253,.379,.632,77,33,3,1,0,0,0,8/H9,butlela01
110,Byron Buxton,29,MIN,AL,85,347,304,49,63,17,1,17,42,9,0,35,109,.207,.294,.438,.731,98,133,3,4,0,4,2,D/H,buxtoby01
111,José Caballero,26,SEA,AL,97,267,218,34,48,9,1,3,24,25,3,28,61,.220,.348,.312,.660,88,68,0,17,0,4,0,4H6/5D7,cabaljo01
112,Trey Cabbage*,26,LAA,AL,22,56,53,5,11,3,0,1,7,1,1,2,26,.208,.232,.321,.553,48,17,1,0,0,1,0,/39H78,cabbatr01
113,Génesis Cabrera*,26,TOT,MLB,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,cabrege01
114,Génesis Cabrera*,26,STL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,cabrege01
115,Miguel Cabrera,40,DET,AL,88,329,299,17,77,16,0,3,31,0,0,27,66,.258,.319,.341,.660,82,102,11,1,0,2,0,D/H,cabremi01
116,Oswaldo Cabrera#,24,NYY,AL,102,279,249,34,55,10,0,5,28,8,0,25,59,.221,.295,.321,.616,69,80,6,2,1,2,1,795H/46D38,cabreos01
117,Kole Calhoun*,35,CLE,AL,34,141,125,15,29,5,0,5,20,0,1,13,25,.232,.312,.392,.704,96,49,3,2,0,1,0,3/D9H,calhoko01
118,Willie Calhoun*,28,NYY,AL,44,149,134,16,32,7,0,5,16,0,0,14,20,.239,.309,.403,.712,93,54,2,0,0,1,1,D/9H7,calhowi01
119,Alex Call,28,WSN,NL,123,429,368,41,72,14,1,7,36,9,8,50,76,.196,.300,.296,.597,67,109,1,6,3,2,0,*87/9H,callal02
120,Johan Camargo#,29,SFG,NL,8,20,18,0,4,0,0,0,2,0,0,1,4,.222,.300,.222,.522,48,4,2,1,0,0,0,/65,camarjo01
121,Luis Campusano,24,SDP,NL,43,150,140,23,41,6,0,6,25,0,0,7,21,.293,.333,.464,.798,121,65,7,2,0,1,0,2/DH,campulu01
122,Alexander Canario,23,CHC,NL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/DH,canaral01
123,Jeimer Candelario#,29,TOT,NL,135,555,486,75,123,38,3,21,69,8,1,51,121,.253,.338,.473,.811,121,230,11,13,0,4,1,*53/DH,candeje01
124,Jeimer Candelario#,29,WSN,NL,99,419,368,57,95,30,2,16,53,6,1,36,88,.258,.342,.481,.823,125,177,10,12,0,2,1,5/D,candeje01
125,Jeimer Candelario#,29,CHC,NL,36,136,118,18,28,8,1,5,16,2,0,15,33,.237,.324,.449,.773,106,53,1,1,0,2,0,35/DH,candeje01
126,Mark Canha,34,TOT,NL,127,454,388,47,104,22,1,11,55,8,1,46,73,.268,.361,.415,.776,114,161,10,14,0,6,1,7D93H/5,canhama01
127,Mark Canha,34,NYM,NL,89,303,257,28,63,15,1,6,29,7,0,32,52,.245,.343,.381,.725,101,98,8,9,0,5,0,7D39H/5,canhama01
128,Mark Canha,34,MIL,NL,38,151,131,19,41,7,0,5,26,1,1,14,21,.313,.397,.481,.878,139,63,2,5,0,1,1,D97/3H,canhama01
129,Yennier Cano,29,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,canoye01
130,Dominic Canzone*,25,TOT,MLB,51,166,157,22,34,12,0,5,16,1,0,8,29,.217,.259,.389,.648,78,61,5,1,0,0,0,7D9H,canzodo01
131,Dominic Canzone*,25,ARI,NL,15,41,38,4,9,2,0,1,8,0,0,2,8,.237,.293,.368,.661,80,14,1,1,0,0,0,/DH9,canzodo01
132,Dominic Canzone*,25,SEA,AL,36,125,119,18,25,10,0,4,8,1,0,6,21,.210,.248,.395,.643,77,47,4,0,0,0,0,7/9DH,canzodo01
133,Conner Capel*,26,OAK,AL,32,86,73,6,19,5,0,0,3,5,3,12,25,.260,.372,.329,.701,103,24,1,1,0,0,0,97/HD,capelco01
134,Vinny Capra,26,PIT,NL,9,21,18,3,3,1,0,0,1,0,0,2,5,.167,.250,.222,.472,30,4,0,0,1,0,0,/54H,capravi01
135,Victor Caratini#,29,MIL,NL,55,203,178,21,43,3,0,6,22,1,1,19,44,.242,.320,.360,.680,86,64,8,3,0,3,0,2/HD3,caratvi01
136,Dylan Carlson#,24,STL,NL,76,255,219,27,48,8,1,5,27,3,0,26,49,.219,.318,.333,.651,80,73,4,7,0,3,0,89/H7D,carlsdy01
137,Kerry Carpenter*,25,DET,AL,105,403,368,50,106,13,2,20,62,5,0,27,99,.288,.347,.497,.845,129,183,4,7,0,1,2,9D7/H,carpeke01
138,Matt Carpenter*,37,SDP,NL,76,237,188,18,33,12,0,5,31,1,0,41,67,.176,.322,.319,.641,82,60,2,2,0,5,0,DH3,carpema01
139,Corbin Carroll*,22,ARI,NL,144,594,519,104,145,26,9,24,70,47,5,53,116,.279,.357,.503,.860,132,261,7,12,6,4,1,*798/HD,carroco02
140,Evan Carter*,20,TEX,AL,9,29,23,6,7,1,0,1,3,2,0,5,10,.304,.414,.478,.892,143,11,1,0,0,1,0,/789H,carteev01
141,Curt Casali,34,CIN,NL,40,96,80,8,14,2,0,0,6,0,0,11,23,.175,.290,.200,.490,36,16,1,2,3,0,0,2/35,casalcu01
142,Triston Casas*,23,BOS,AL,132,502,429,66,113,21,2,24,65,0,0,70,126,.263,.367,.490,.856,128,210,7,1,0,2,2,*3H/D,casastr01
143,Nick Castellanos,31,PHI,NL,145,625,586,73,159,36,1,24,93,9,2,32,173,.271,.309,.459,.768,107,269,17,2,0,5,0,*9/DH,casteni01
144,Diego Castillo,25,ARI,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H,castidi02
